,epoch_number,training_loss,valid_loss,valid_acc
0,2.0,4.925135738444778,4.867504528590612,0.011160714285714286
1,3.0,4.872548148317157,4.828586987086704,0.017757196112402847
2,4.0,4.832533305546023,4.80165570122855,0.027701892224805697
3,5.0,4.794064962638999,4.759611197880337,0.035514392224805694
4,6.0,4.758576753004542,4.728495121002197,0.04201092730675425
5,7.0,4.727446232201918,4.687913758414132,0.04555903508194855
6,8.0,4.687898653858113,4.651239735739572,0.04890724936766284
7,9.0,4.656883275733804,4.629966190883091,0.04211087418454034
8,10.0,4.61860997721834,4.582469531467983,0.04464285714285714
9,11.0,4.594743332772885,4.527297224317278,0.051039445613111765
10,12.0,4.566883680955419,4.486497402191162,0.051955623286111016
11,13.0,4.535798153787289,4.479395389556885,0.047691231327397485
12,14.0,4.502767355936878,4.4196047101702005,0.055403784449611394
13,15.0,4.480869635096137,4.403151307787214,0.04677505325525999
14,16.0,4.442941107839908,4.374401024409703,0.06931303228650773
15,17.0,4.436242445459905,4.337142467498778,0.0631163375718253
16,18.0,4.385509787865405,4.28849390574864,0.0631163375718253
17,19.0,4.3665191542427495,4.268290724073138,0.07062899747065135
18,20.0,4.354984400407323,4.254719257354736,0.07001265989882606
19,21.0,4.326014113876055,4.21543686730521,0.0730610340833664
20,22.0,4.305435207654845,4.201447418757847,0.06991271302103996
21,23.0,4.2847986491221315,4.1634214265005935,0.07326092730675425
22,24.0,4.256830710285115,4.145003046308245,0.08756996265479497
23,25.0,4.234074880492012,4.1199460710798,0.08107342730675425
24,26.0,4.2289950442764,4.0894526072910855,0.0918343546135085
25,27.0,4.211783256170885,4.054014887128558,0.09071828318493706
26,28.0,4.170368104610803,4.052983352116176,0.09101812328611103
27,29.0,4.148242550076179,4.04201170376369,0.0951825688992228
28,30.0,4.145214688103153,4.0158030305589945,0.0951825688992228
29,31.0,4.140414062535988,3.977925062179565,0.10381130022662026
30,32.0,4.112105059173872,3.9712215832301543,0.0977145518575396
31,33.0,4.114049790040502,3.9358741215297153,0.10207889122622353
32,34.0,4.0780625343322745,3.9516088621956964,0.10197894488062176
33,35.0,4.059404242713496,3.926145928246634,0.10624333790370397
34,36.0,4.046450884837024,3.90053255217416,0.10441098042896817
35,37.0,4.029758367898329,3.8892619950430736,0.09984674836908068
36,38.0,4.0099750824694365,3.8798841748918806,0.11070762361798968
37,39.0,3.9892232463044937,3.8686702592032303,0.11425573059490747
38,40.0,4.0001448010498635,3.850219317844936,0.1152718546135085
39,41.0,3.9900706444146494,3.8301093578338623,0.11740405218941825
40,42.0,3.962974597822945,3.825768743242537,0.1145555701638971
41,43.0,3.96573876434902,3.8285488401140486,0.12023587418454032
42,44.0,3.93437190325755,3.7825998578752786,0.12095215916633605
43,45.0,3.934906887558271,3.7757094247000564,0.13759328318493708
44,46.0,3.935689440313375,3.759677512305124,0.1265325163091932
45,47.0,3.904900411389909,3.76723541532244,0.1254164448806218
46,48.0,3.9074065955180037,3.777648040226528,0.13962553228650773
47,49.0,3.895009598642025,3.756734984261649,0.1257162844496114
48,50.0,3.8801017212417888,3.712955066135952,0.13627731800079346
49,51.0,3.8658070789193206,3.703355346407209,0.13972548076084682
