,epoch_number,training_loss,valid_loss,valid_acc
50,52.0,3.8631976550480105,3.715186595916748,0.13890924836908067
51,53.0,3.8478588248198884,3.697203057152884,0.1433735340833664
52,54.0,3.8407750759484633,3.708409445626395,0.13637726647513254
53,55.0,3.8557434756800815,3.7049047606331964,0.12886460551193782
54,56.0,3.8236893123050906,3.6622635637010847,0.14428971175636565
55,57.0,3.8151673280967855,3.6346556459154398,0.14783781979765212
56,58.0,3.830794761765678,3.625068664550781,0.1464219093322754
57,59.0,3.819351056836686,3.611218316214426,0.14560567694050924
58,60.0,3.7931379957019162,3.6089563710348953,0.15636660371507918
59,61.0,3.7971429150059537,3.6033552374158586,0.14987006889922275
60,62.0,3.770954833840424,3.5958727427891324,0.1488539448806218
61,63.0,3.779439485298013,3.6190807819366455,0.14773787345205033
62,64.0,3.763251875931362,3.5756819929395403,0.16905983430998667
63,65.0,3.766799985237841,3.5385017735617503,0.17382396118981494
64,66.0,3.7680299866874254,3.604420457567488,0.1566664448806218
65,67.0,3.75212635184234,3.5270592144557407,0.16021455185753958
66,68.0,3.7370969529421822,3.5755685056958884,0.15190231800079346
67,69.0,3.7267585925336153,3.5471969672611783,0.17169176467827388
68,70.0,3.7359903443534423,3.5225569520677835,0.1706756395953042
69,71.0,3.745351827369546,3.531560046332223,0.1825526377984456
70,72.0,3.725477443551117,3.516406399863107,0.16043110404695785
71,73.0,3.7059137641258966,3.4927441733224045,0.183668709227017
72,74.0,3.6900619650786783,3.4927029269082204,0.17838819324970245
73,75.0,3.7033191312034175,3.4520711558205734,0.17858808594090594
74,76.0,3.6985203095202177,3.5168097700391496,0.15758262361798964
75,77.0,3.6692311223947778,3.4853296279907227,0.16965951451233455
76,78.0,3.6851240194068766,3.4818243980407715,0.17980410371507918
77,79.0,3.6494753180809743,3.455484288079398,0.1837686577013561
78,80.0,3.6774427171023385,3.4286544663565497,0.17878798076084682
79,81.0,3.6573062527854487,3.4612456389835904,0.1731076751436506
80,82.0,3.670846376778945,3.4195776666913718,0.1813366200242724
81,83.0,3.66489687505758,3.4571389130183627,0.17960421102387564
82,84.0,3.64538907105068,3.459811346871512,0.1775719608579363
83,85.0,3.620315551757813,3.478013890130179,0.1806203361068453
84,86.0,3.6369259042559934,3.4255416052682057,0.18721681833267206
85,87.0,3.6187872121918883,3.3934139864785333,0.17910447716712952
86,88.0,3.6353637587349366,3.4176127570016033,0.1818363538810185
87,89.0,3.5950018279957323,3.4152922289712087,0.1818363538810185
88,90.0,3.6087366230082965,3.396368265151977,0.1917810503925596
89,91.0,3.589950871917437,3.401432241712297,0.18386860404695785
90,92.0,3.5829983792215025,3.380420344216483,0.1959454949413027
91,93.0,3.5931736703188912,3.338634967803955,0.1958455485957009
92,94.0,3.6149240394808215,3.3792217799595425,0.1983775326183864
93,95.0,3.5806011388886647,3.3495874745505203,0.18984874657222206
94,96.0,3.593343986655181,3.3806275980813165,0.20264192351273128
95,97.0,3.571000683982417,3.362818615777152,0.18426838942936488
96,98.0,3.5771734264661683,3.31247523852757,0.19644522879804885
97,99.0,3.5597843718978592,3.3182412556239536,0.2005097291299275
98,100.0,3.5680325211219066,3.3747369561876566,0.17727212182113106
99,101.0,3.5689542608441047,3.361041818346296,0.1932969093322754
100,102.0,3.548421922719704,3.2880721773420065,0.21085421102387564
101,103.0,3.5376095456897088,3.3261897563934326,0.1993936577013561
102,104.0,3.537850447420804,3.291073731013707,0.2098547433103834
103,105.0,3.5296314977250014,3.295811040060861,0.19756130022662027
104,106.0,3.534260763312286,3.3064894676208496,0.19634528245244706
105,107.0,3.5223302841186523,3.29939637865339,0.20070962182113106
106,108.0,3.5016103960433096,3.268195050103324,0.19766124657222206
107,109.0,3.4972323606599054,3.331311362130301,0.21085421102387564
108,110.0,3.5063046104503126,3.2715907096862797,0.20304171102387564
109,111.0,3.5194954467269612,3.2818733964647566,0.20294176467827388
110,112.0,3.503735551294291,3.2545119353703087,0.2052738538810185
111,113.0,3.495454059456879,3.279710905892508,0.20090951451233452
112,114.0,3.479830247051311,3.2283653872353684,0.19776119504656112
113,115.0,3.5002379462404067,3.243518216269357,0.2113706043788365
114,116.0,3.4922485441531776,3.2118906293596536,0.2019256395953042
115,117.0,3.50507519829948,3.2468734468732565,0.19604544341564176
116,118.0,3.5139398529844463,3.2460235868181497,0.2074060503925596
117,119.0,3.510600458900884,3.2080476624625067,0.2127865148442132
118,120.0,3.487446838954709,3.2301011426108226,0.2143023716551917
119,121.0,3.4343150291802744,3.2761714799063553,0.19644522879804885
120,122.0,3.478940779308103,3.240064723151071,0.19441298076084682
121,123.0,3.457028222533892,3.211544786180769,0.20182569324970245
